Name, Imax, %normal, %emergency, kW, kvar, NumCustomers, TotalCustomers, NumPhases, kVBase
Transformer.MDV201_HN_2_232_C14835-1C,   0.794929,    20.81,    15.26,    5.36819,    2.24161, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_487_C8099-1C,    1.71396,    44.87,    32.91,    11.5733,    4.75673, 0, 2, 1, 7.2 
Transformer.MDV201_1145434ELB-1C,    0.88735,     7.74,     5.68,    5.87386,    2.63235, 0, 1, 1, 7.2 
Transformer.MDV201_DA_8_688_B74451-1B,    3.39615,    44.46,    32.60,    22.6978,    9.04395, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_930_B62301-1B,   0.886682,    23.21,    17.02,    5.85982,     2.3591, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_816_ABC14879-1A,    2.00573,    52.51,    38.51,    13.3349,    5.75141, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_651_A28243-1A,    1.77719,    46.53,    34.12,    11.8119,    5.09616, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_532_A8118-1A,    1.28664,    33.68,    24.70,    8.49201,    3.67293, 0, 2, 1, 7.2 
Transformer.MDV201_1144238USD-1A,   0.854299,    37.28,    27.34,    5.63274,    2.43113, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_082_ABC62250-1B,    4.35359,   113.98,    83.58,    29.1584,     11.788, 0, 4, 1, 7.2 
Transformer.MDV201_DA_8_690_B46385-1B,    2.44153,    63.92,    46.87,    16.3103,    6.50168, 0, 3, 1, 7.2 
Transformer.MDV201_DA_8_769_C46401-1C,    1.55434,    27.13,    19.89,    10.3026,    4.26435, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_645_A28234-1A,    3.06617,    80.27,    58.87,    20.3622,    8.82226, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_013_C28260-1C,   0.964705,    25.26,    18.52,     6.4465,    2.67353, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_519_AC8090-1C,    1.78104,    46.63,    34.19,    11.9919,    4.92809, 0, 2, 1, 7.2 
Transformer.MDV201_8077ELB-1A,    1.64053,    42.95,    31.50,    10.7955,    4.65778, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_156_B39758-1B,    0.84222,    22.05,    16.17,    5.54787,    2.23718, 0, 2, 1, 7.2 
Transformer.MDV201_1012644ELB-1C,   0.630869,    16.52,    12.11,    4.21395,    1.77682, 0, 1, 1, 7.2 
Transformer.MDV201_C_1_132_ABC69478-1B,    4.20179,    73.34,    53.78,    27.8339,    11.1193, 0, 2, 1, 7.2 
Transformer.MDV201_DA_8_928_A39733-1A,    4.15183,    72.46,    53.14,    27.2813,    11.8112, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_911_C44579-1C,  0.0291578,     0.76,     0.56,   0.140686,   0.156113, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_804_B39625-1B,    4.36084,    57.08,    41.86,     28.997,    11.5606, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_534_A8119-1A,      2.058,    53.88,    39.51,    13.5893,    5.86159, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_488_C8103-1C,   0.621207,    27.11,    19.88,    4.19024,    1.73396, 0, 1, 1, 7.2 
Transformer.MDV201_C_1_321_A69464-1A,    0.40798,    10.68,     7.83,     2.6608,    1.20809, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_089_ABC8163-1C,    2.26708,    39.57,    29.02,    15.1816,    6.24761, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_896_B52516-1B,    1.76374,    46.18,    33.86,    11.6438,    4.63475, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_633_C28239-1C,   0.524894,    13.74,    10.08,    3.52723,    1.50385, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_526_C860-1C,    1.13063,    29.60,    21.71,    7.60295,    3.14123, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_457_C62244-1C,     1.1593,    30.35,    22.26,    7.73323,    3.19288, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_121_C28294-1C,    1.78927,    46.84,    34.35,    12.0766,    4.96395, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_076_A14843-1A,   0.943512,    61.75,    45.29,    6.26699,    2.70165, 0, 1, 1, 7.2 
Transformer.MDV201_DA_8_926_A74421-1A,    5.08972,    88.83,    65.14,    33.4362,    14.5335, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_027_A39614-1A,   0.547525,    23.89,    17.52,    3.59306,    1.56469, 0, 1, 1, 7.2 
Transformer.MDV201_DA_8_930_A39751-1A,    4.09705,    71.51,    52.44,    26.9169,    11.6512, 0, 4, 1, 7.2 
Transformer.MDV201_8082ELB-1A,    4.31303,    75.28,    55.20,    28.3602,     12.288, 0, 5, 1, 7.2 
Transformer.MDV201_HN_2_879_B825-1B,    1.85019,    48.44,    35.52,    12.4166,    4.94222, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_627_C14868-1C,   0.793291,    34.61,    25.38,    5.35691,    2.20561, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_522_C855-1C,    3.06434,    53.48,    39.22,    20.6259,    8.48311, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_465_C62233-1C,    2.09768,    36.61,    26.85,    13.9947,    5.76345, 0, 3, 1, 7.2 
Transformer.MDV201_1144257FUSE-1C,   0.777744,    33.94,    24.89,     5.2345,    2.15577, 0, 1, 1, 7.2 
Transformer.MDV201_HN_1_275_A94744-1A,   0.938296,    40.94,    30.02,    6.15816,    2.65537, 0, 1, 1, 7.2 
Transformer.MDV201_DA_8_740_ABC6594-1B,    2.29267,    40.02,    29.34,    15.3818,    6.12956, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_728_B15009-1B,  0.0429422,     2.81,     2.06,   0.268982,   0.141976, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_621_C28222-1C,    2.07305,    36.18,    26.53,    14.0019,    5.76665, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_291_ABC63681-1A,    1.87224,    32.68,    23.96,    12.4508,    5.39048, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_164_B6574-1B,    0.45028,    19.65,    14.41,    2.93339,    1.18711, 0, 1, 1, 7.2 
Transformer.MDV201_8101ELB-1A,    2.54506,    44.42,    32.57,    16.7668,    7.23689, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_429_B807-1B,     2.8875,    50.40,    36.96,    19.3822,    7.71781, 0, 3, 1, 7.2 
Transformer.MDV201_DA_8_931_A74443-1A,    3.64236,    63.57,    46.62,    23.9356,    10.3427, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_128_ABC28288-1B,    2.46289,    42.99,    31.52,    16.2521,    6.47363, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_867_C839-1C,   0.637906,    16.70,    12.25,    4.28042,    1.80424, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_719_C14872-1C,    1.74623,    45.72,    33.53,    11.7889,    4.84498, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_031_ABC62264-1B,     2.0459,    53.56,    39.28,    13.7318,    5.46534, 0, 2, 1, 7.2 
Transformer.MDV201_HN_21050_B62307-1B,    1.11205,    29.11,    21.35,    7.45843,    2.98419, 0, 1, 1, 7.2 
Transformer.MDV201_C_1_400_A21653-1A,   0.705674,    18.47,    13.55,    4.66391,    2.05073, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_458_B39599-1B,    1.56868,    27.38,    20.08,    10.3675,    4.15488, 0, 2, 1, 7.2 
Transformer.MDV201_8147ELB-1A,    1.73766,    45.49,    33.36,    11.4481,    4.93938, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_858_B94733-1B,    4.00857,    69.96,    51.31,    26.3737,    10.5373, 0, 5, 1, 7.2 
Transformer.MDV201_HN_2_711_A63676-1A,   0.438621,    11.48,     8.42,     2.8955,    1.30855, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_606_A8132-1A,   0.521598,    13.66,    10.01,    3.43605,    1.53444, 0, 1, 1, 7.2 
Transformer.MDV201_HN_21016_C63717-1C,    0.93589,    24.50,    17.97,    6.26623,    2.60035, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_426_B816-1B,   0.592586,    15.51,    11.38,    3.96221,    1.62461, 0, 1, 1, 7.2 
Transformer.MDV201_C_1_067_ABC8072-1B,   0.637052,    16.68,    12.23,    4.21653,    1.72106, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_967_A63715-1A,    2.20088,    57.62,    42.25,    14.6364,    6.31675, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_851_B52519-1B,    1.68318,    29.38,    21.54,    11.0684,    4.42896, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_705_ABC52524-1A,    1.71297,    44.85,    32.89,      11.39,    4.91354, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_015_ABC63665-1A,    1.92232,    50.33,    36.91,    12.7969,    5.51916, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_430_B797-1B,    1.07185,    28.06,    20.58,    7.18836,    2.87962, 0, 2, 1, 7.2 
Transformer.MDV201_HN_1_150_C1012408-1C,    1.04458,    27.35,    20.05,    7.00341,    2.89752, 0, 1, 1, 7.2 
Transformer.MDV201_DA_8_804_ABC88656-1C,    1.39677,    60.95,    44.69,    9.27713,    3.81263, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_845_B69624-1B,    1.09681,    28.71,    21.06,    7.21977,    2.88837, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_677_C62303-1C,    2.37203,    62.10,    45.54,    15.7915,    6.49745, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_427_B826-1B,    1.88569,    49.37,    36.20,     12.661,    5.03847, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_327_B62296-1B,   0.587384,    25.63,    18.80,    3.88924,    1.56033, 0, 1, 1, 7.2 
Transformer.MDV201_8144ELB-1A,    4.83877,    84.45,    61.93,    31.8643,    13.8338, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_112_ABC69628-1A,    1.01063,    26.46,    19.40,    6.63094,    2.88163, 0, 3, 1, 7.2 
Transformer.MDV201_DA_8_691_B46386-1B,    1.59082,    27.77,    20.36,    10.6184,    4.25498, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_404_B799-1B,    1.00514,    26.31,    19.30,     6.7469,     2.7073, 0, 2, 1, 7.2 
Transformer.MDV201_DA_8_735_C74437-1C,    3.38953,    59.16,    43.38,    22.3972,    9.21801, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_839_B39579-1B,    2.92048,    76.46,    56.07,    19.2587,    7.70067, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_671_C89781-1C,    2.56662,    67.19,    49.28,    17.0931,    7.03677, 0, 2, 1, 7.2 
Transformer.MDV201_HN_1_265_A89824-1A,    1.16321,    30.45,    22.33,    7.63383,    3.30753, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_360_ABC8165-1C,     1.5193,    26.52,    19.45,    10.1534,    4.20588, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_009_C28270-1C,    0.53327,    13.96,    10.24,    3.55308,    1.51278, 0, 2, 1, 7.2 
Transformer.MDV201_DA_8_137_B8198-1B,    1.79525,    31.33,    22.98,    11.7412,    4.69095, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_343_ABC829-1B,    2.04748,    35.74,    26.21,    13.6876,    5.46065, 0, 3, 1, 7.2 
Transformer.MDV201_39754ELB-1B,    4.12489,   107.99,    79.19,    26.8454,    10.8401, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_944_C44577-1C,    1.41107,    36.94,    27.09,     9.3905,    3.86507, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_833_B39620-1B,    4.12021,   107.87,    79.10,    27.3639,    11.0434, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_665_C62311-1C,    3.91848,   102.59,    75.23,    26.0779,    10.8401, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_435_ABC63643-1B,   0.997667,    26.12,    19.15,     6.7389,    2.70512, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_605_A21655-1A,   0.901353,    23.60,    17.30,    5.96699,    2.60147, 0, 2, 1, 7.2 
Transformer.MDV201_DA_8_152_ABC74420-1B,   0.115833,     5.05,     3.71,   0.758068,   0.350945, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_392_B63661-1B,    2.18805,    38.19,    28.01,    14.7239,    5.87073, 0, 4, 1, 7.2 
Transformer.MDV201_DA_8_744_C46398-1C,    2.13972,    56.02,    41.08,    14.2047,    5.83877, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_938_B14992-1B,    1.55237,    40.64,    29.80,     10.134,    4.03506, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_658_C62236-1C,    2.47869,    64.89,    47.59,    16.5394,    6.80805, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_220_B44580-1B,   0.675156,    29.46,    21.60,    4.53426,    1.81333, 0, 1, 1, 7.2 
Transformer.MDV201_HN_21023_A8193-1A,   0.675174,    29.46,    21.60,    4.48153,    1.94186, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_817_ABC14880-1A,    0.71206,    18.64,    13.67,    4.71906,    2.07442, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_477_C8121-1C,    3.23516,    56.46,    41.41,    21.8365,     8.9831, 0, 4, 1, 7.2 
Transformer.MDV201_8159ELB-1A,   0.662666,    17.35,    12.72,    4.36158,    1.92282, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_328_C14830-1C,    2.09528,    54.85,    40.23,    14.1956,    5.83402, 0, 2, 1, 7.2 
Transformer.MDV201_DA_8_259_A1023345-1A,    0.33111,     8.67,     6.36,    2.15893,   0.998635, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_924_C28267-1C,   0.976366,    42.60,    31.24,    6.53555,    2.68441, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_646_A28230-1A,    2.14626,    56.19,    41.21,    14.2614,    6.15512, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_402_B793-1B,     1.9734,    51.66,    37.89,    13.2613,    5.27868, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_097_A39598-1A,     1.9482,    34.00,    24.94,    12.7958,    5.53397, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_153_B14829-1B,    1.92847,    33.66,    24.68,       12.8,    5.11026, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_288_C63719-1C,    2.51382,    43.87,    32.17,    16.8526,    6.93236, 0, 5, 1, 7.2 
Transformer.MDV201_DA_8_696_B46388-1B,     2.8156,    49.14,    36.04,    18.8068,    7.48966, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_423_A785-1A,   0.640255,    16.76,    12.29,    4.27205,    1.88767, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_805_B39624-1B,    3.68905,    48.29,    35.41,    24.5281,     9.7722, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_640_AC28251-1A,    1.43506,    25.05,    18.37,    9.52833,    4.14779, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_110_ABC94729-1C,   0.191302,     8.35,     6.12,    1.27068,   0.564822, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_127_C63708-1C,     1.2053,    31.55,    23.14,    8.13286,    3.35464, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_531_C857-1C,    2.28017,    59.70,    43.78,    15.3453,    6.31211, 0, 4, 1, 7.2 
Transformer.MDV201_C_1_068_ABC69490-1B,   0.520387,    13.62,     9.99,     3.4343,    1.41837, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_400_B63637-1B,    3.01741,    79.00,    57.93,    20.2657,    8.10436, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_897_B94726-1B,    3.69302,    96.68,    70.90,     24.342,    9.79063, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_533_A8117-1A,    1.22695,    32.12,    23.56,    8.09714,    3.50474, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_062_C28277-1C,    0.75967,    19.89,    14.58,    5.07762,    2.12266, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_603_A8152-1A,    2.44499,    42.67,    31.29,     16.218,    7.00151, 0, 3, 1, 7.2 
Transformer.MDV201_DA_8_689_B46389-1B,    2.52911,    44.14,    32.37,    16.9003,    6.73146, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_136_ABC1010734-1B,    2.59899,    68.04,    49.90,    17.4184,    6.94847, 0, 3, 1, 7.2 
Transformer.MDV201_DA_8_929_A39734-1A,     5.2454,    91.55,    67.14,     34.437,    14.9798, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_608_A8133-1A,   0.523816,    13.71,    10.06,     3.4508,    1.54063, 0, 1, 1, 7.2 
Transformer.MDV201_DA_8_204_C46404-1C,    1.23738,    32.39,    23.76,    8.19142,    3.37754, 0, 2, 1, 7.2 
Transformer.MDV201_C_1_401_A21651-1A,    1.16667,    30.54,    22.40,     7.7281,    3.34822, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_880_B8096-1B,    3.90844,    68.22,    50.02,    26.2174,    10.4677, 0, 5, 1, 7.2 
Transformer.MDV201_HN_2_772_C14846-1C,   0.764169,    13.34,     9.78,    5.14027,    2.19606, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_628_C52531-1C,    4.23683,   110.92,    81.34,    28.5626,    11.8955, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_492_C8123-1C,    3.67735,    96.27,    70.60,    24.7933,     10.276, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_610_A8130-1A,    1.16862,    20.40,    14.96,    7.72252,     3.3835, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_359_ABC93587-1C,   0.752205,    19.69,    14.44,    5.00467,    2.09262, 0, 1, 1, 7.2 
Transformer.MDV201_DA_8_734_C74440-1C,    3.01068,    78.82,    57.80,    19.8857,    8.21092, 0, 3, 1, 7.2 
Transformer.MDV201_HN_1_210_A28279-1A,    1.31034,    34.31,    25.16,    8.60249,    3.72016, 0, 3, 1, 7.2 
Transformer.MDV201_C_1_387_A8097-1A,     1.4083,    36.87,    27.04,    9.30181,    4.01851, 0, 2, 1, 7.2 
Transformer.MDV201_C_1_353_B1008228-1B,    1.22101,    31.97,    23.44,    8.08894,    3.22948, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_874_C63669-1C,    2.42599,    63.51,    46.58,    16.3177,    6.71475, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_729_B28246-1B,   0.733325,    32.00,    23.46,    4.93347,    1.96968, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_622_C28223-1C,    5.65177,    98.64,    72.34,    38.1212,    15.8368, 0, 5, 1, 7.2 
Transformer.MDV201_HN_2_521_C8087-1C,     2.0808,    36.32,    26.63,    14.0053,    5.76897, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_397_B63634-1B,    4.02549,    52.69,    38.64,    27.0561,    10.7827, 0, 5, 1, 7.2 
Transformer.MDV201_15008ELB-1B,     4.4451,    77.58,    56.89,    28.9808,    11.5991, 0, 3, 1, 7.2 
Transformer.MDV201_HN_1_278_C89797-1C,   0.479376,    20.92,    15.34,     3.2093,    1.33882, 0, 1, 1, 7.2 
Transformer.MDV201_DA_8_927_A74424-1A,    4.77719,    83.38,    61.14,    31.3831,    13.6218, 0, 4, 1, 7.2 
Transformer.MDV201_DA_8_675_A56750-1A,    3.61693,    94.69,    69.44,     23.827,    10.3653, 0, 4, 1, 7.2 
Transformer.MDV201_C_1_140_ABC69477-1B,  0.0945124,     6.19,     4.54,   0.615418,   0.275296, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_868_C833-1C,    2.51079,    65.73,    48.20,    16.9013,    6.95735, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_720_C14849-1C,    2.96731,    51.79,    37.98,    20.0298,    8.23714, 0, 4, 1, 7.2 
Transformer.MDV201_HN_21032_B62295-1B,   0.661415,    17.32,    12.70,    4.37007,    1.78016, 0, 1, 1, 7.2 
Transformer.MDV201_8076ELB-1A,    2.17421,    56.92,    41.74,    14.3087,    6.17524, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_155_B39757-1B,    2.96803,    51.80,    37.99,    19.6239,    7.81479, 0, 3, 1, 7.2 
Transformer.MDV201_DA_8_922_A56784-1A,    3.14249,    82.27,    60.33,    20.6767,    8.96013, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_859_B94734-1B,    1.05073,    27.51,    20.17,    6.91047,    2.76831, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_712_A63678-1A,    2.45195,    42.80,    31.38,    16.3066,    7.04099, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_250_ABC801-1A,     2.0139,    52.72,    38.66,    13.3842,    5.77274, 0, 2, 1, 7.2 
Transformer.MDV201_DA_8_398_C1017351-1C,    1.21621,    53.07,    38.92,    8.07817,    3.31612, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_520_A8092-1A,    1.83129,    47.94,    35.16,    12.1004,    5.21891, 0, 2, 1, 7.2 
Transformer.MDV201_DA_8_729_C74452-1C,   0.975981,    17.03,    12.49,    6.42938,    2.70571, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_132_A1010739-1A,    1.32127,    23.06,    16.91,    8.70271,    3.79449, 0, 1, 1, 7.2 
Transformer.MDV201_DA_8_730_C74449-1C,    2.05351,    53.76,    39.43,    13.5743,    5.58017, 0, 3, 1, 7.2 
Transformer.MDV201_8089ELB-1A,     2.9186,    50.94,    37.36,    19.2004,    8.28611, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_968_A63713-1A,    2.91908,    50.95,    37.36,    19.4106,    8.37847, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_852_B39588-1B,    2.45687,    64.32,    47.17,    16.1628,    6.44446, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_706_C52532-1C,    2.05588,    53.82,    39.47,    13.8909,     5.7085, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_286_ABC8178-1A,     1.4551,    25.40,    18.62,    9.65529,    4.20141, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_478_C8115-1C,    1.02324,    26.79,    19.64,    6.89969,    2.85761, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_114_ABC58441-1B,   0.603379,    26.33,    19.31,    3.97878,    1.59488, 0, 1, 1, 7.2 
Transformer.MDV201_DA_8_461_B58421-1B,   0.631148,    16.52,    12.12,    4.20892,    1.71949, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_479_C8116-1C,    1.29174,    22.55,    16.53,      8.703,    3.62446, 0, 4, 1, 7.2 
Transformer.MDV201_DA_8_795_B88661-1B,    1.25312,    21.87,    16.04,    8.37131,    3.37956, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_961_B39761-1B,    3.03424,    79.44,    58.25,    19.7898,    7.92104, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_846_B69620-1B,   0.995671,    26.07,    19.12,    6.55019,     2.6276, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_678_C62304-1C,     3.1025,    54.15,    39.71,    20.6555,    8.49441, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_123_C28299-1C,   0.439527,    11.51,     8.44,    2.94483,    1.27139, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_425_B813-1B,    2.95362,    51.55,    37.80,    19.8325,    7.89745, 0, 3, 1, 7.2 
Transformer.MDV201_DA_8_276_B8195-1B,    1.01046,    44.09,    32.33,    6.61284,    2.63044, 0, 2, 1, 7.2 
Transformer.MDV201_DA_8_226_B8207-1B,   0.822484,    35.89,    26.32,    5.36748,    2.13804, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_952_C8189-1C,    3.09252,    80.96,    59.37,    20.5683,    8.49615, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_840_B52518-1B,     2.3057,    60.36,    44.27,    15.2064,    6.05886, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_672_C62308-1C,    5.76047,   150.81,   110.59,    38.2137,    16.1473, 0, 5, 1, 7.2 
Transformer.MDV201_HN_2_126_C63704-1C,   0.544832,     9.51,     6.97,    3.64106,    1.59806, 0, 1, 1, 7.2 
Transformer.MDV201_DA_8_719_ABC67893-1C,   0.477783,    12.51,     9.17,    3.15338,    1.35142, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_946_C8179-1C,    2.07901,    54.43,    39.91,    13.8379,    5.68718, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_834_B39617-1B,    1.60991,    42.15,    30.91,    10.7115,    4.26456, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_666_C62312-1C,    2.60883,    34.15,    25.04,    17.3825,    7.16679, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_524_C858-1C,    2.70949,    70.93,    52.02,    18.2297,    7.50898, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_158_B14994-1B,   0.347542,     9.10,     6.67,    2.25967,   0.963679, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_390_B63640-1B,    2.32422,    40.57,    29.75,    15.6266,    6.22655, 0, 3, 1, 7.2 
Transformer.MDV201_DA_8_281_B1023341-1B,   0.959537,    16.75,    12.28,    6.39912,    2.61321, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_094_ABC51012-1B,    1.57423,    41.21,    30.22,    10.5918,     4.2157, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_939_B14991-1B,    3.14921,    54.96,    40.31,    20.5555,    8.18997, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_827_A14873-1A,    1.96144,    51.35,    37.66,    13.0396,    5.62548, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_066_ABC14832-1A,   0.237031,     6.21,     4.55,    1.54493,   0.743438, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_183_ABC62261-1A,    1.49642,    39.18,    28.73,    9.90194,    4.27523, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_933_B6571-1B,     2.4619,    64.45,    47.27,    16.0848,    6.41405, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_653_A14878-1A,    2.28499,    39.88,    29.25,    15.1795,     6.5573, 0, 4, 1, 7.2 
Transformer.MDV201_HN_2_085_ABC38388-1B,    2.76463,    72.38,    53.08,    18.5546,    7.40842, 0, 3, 1, 7.2 
Transformer.MDV201_HN_2_247_ABC44582-1B,     1.3932,    24.32,    17.83,    9.35188,    3.76183, 0, 2, 1, 7.2 
Transformer.MDV201_DA_8_695_B46387-1B,    1.68704,    22.08,    16.19,    11.2486,    4.53897, 0, 2, 1, 7.2 
Transformer.MDV201_DA_8_218_B8204-1B,   0.399037,    10.45,     7.66,    2.58365,    1.08725, 0, 1, 1, 7.2 
Transformer.MDV201_HN_2_925_A28283-1A,   0.613793,    16.07,    11.78,    4.01511,    1.77656, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_647_A28231-1A,    1.53061,    40.07,    29.39,    10.1701,    4.39031, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_306_ABC28286-1C,     1.5158,    39.68,    29.10,    10.1681,    4.18241, 0, 2, 1, 7.2 
Transformer.MDV201_HN_2_001_B14990-1B,    1.14934,    30.09,    22.07,    7.55887,    3.02207, 0, 2, 1, 7.2 
